Fecha,Hora,Fecha valor,Producto,ISIN,Descripción,Tipo,Variación,,Saldo,,ID Orden
23-01-2026,15:36,23-01-2026,SKY HARBOUR GROUP CORP CLASS A,US83085C1071,Ingreso Cambio de Divisa,,EUR,"437,56",EUR,"3606,37",62987939-346d-429a-930e-1832089d0317
23-01-2026,15:36,23-01-2026,SKY HARBOUR GROUP CORP CLASS A,US83085C1071,Costes de transacción y/o externos de DEGIRO,,EUR,"-2,00",EUR,"3168,81",62987939-346d-429a-930e-1832089d0317
23-01-2026,15:36,23-01-2026,SKY HARBOUR GROUP CORP CLASS A,US83085C1071,"Venta 54 Sky Harbour Group Corp Class A@9,54 USD (US83085C1071)",,USD,"515,16",USD,"515,16",62987939-346d-429a-930e-1832089d0317
23-01-2026,01:08,23-01-2026,,,flatex Deposit,,EUR,"3000,00",EUR,"3170,81",
19-01-2026,15:31,19-01-2026,,,Degiro Cash Sweep Transfer,,EUR,"-0,27",EUR,"170,81",
19-01-2026,15:31,19-01-2026,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,27 EUR",,,,EUR,"171,08",
19-01-2026,14:34,19-01-2026,,,Ingresos por Préstamo de Valores - Diciembre,,EUR,"0,27",EUR,"170,81",
19-01-2026,04:20,19-01-2026,,,Degiro Cash Sweep Transfer,,EUR,"-22,67",EUR,"170,54",
19-01-2026,04:20,19-01-2026,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 22,67 EUR",,,,EUR,"193,21",
17-01-2026,06:51,16-01-2026,,,Ingreso Cambio de Divisa,,EUR,"22,67",EUR,"170,54",
17-01-2026,06:51,16-01-2026,,,Retirada Cambio de Divisa,"1,1627",USD,"-26,36",USD,"0,00",
16-01-2026,07:58,15-01-2026,,,Comisión por Acción Corporativa,,USD,"-1,63",USD,"26,36",
16-01-2026,07:57,15-01-2026,OCCIDENTAL PETROLEUM CORP,US6745991058,Retención del dividendo,,USD,"-2,88",USD,"27,99",
16-01-2026,07:57,15-01-2026,OCCIDENTAL PETROLEUM CORP,US6745991058,Dividendo,,USD,"19,20",USD,"30,87",
16-01-2026,07:46,15-01-2026,,,Comisión por Acción Corporativa,,USD,"-1,13",USD,"11,67",
16-01-2026,07:45,15-01-2026,MAIN STREET CAPITAL CORP,US56035L1044,Dividendo sustitutivo,,USD,"1,82",USD,"12,80",
16-01-2026,07:45,15-01-2026,MAIN STREET CAPITAL CORP,US56035L1044,Impuesto sustitutivo sobre Dividendos,,USD,"-0,27",USD,"10,98",
16-01-2026,07:45,15-01-2026,REALTY INCOME CORP,US7561091049,Retención del dividendo,,USD,"-1,98",USD,"11,25",
16-01-2026,07:45,15-01-2026,REALTY INCOME CORP,US7561091049,Dividendo,,USD,"13,23",USD,"13,23",
12-01-2026,03:48,12-01-2026,,,Degiro Cash Sweep Transfer,,EUR,"-1,94",EUR,"147,87",
12-01-2026,03:48,12-01-2026,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 1,94 EUR",,,,EUR,"149,81",
10-01-2026,06:32,09-01-2026,,,Ingreso Cambio de Divisa,,EUR,"1,94",EUR,"147,87",
10-01-2026,06:32,09-01-2026,,,Retirada Cambio de Divisa,"1,1666",USD,"-2,26",USD,"0,00",
10-01-2026,06:20,02-01-2026,,,Flatex Interest Income,,EUR,"0,00",EUR,"145,93",
09-01-2026,07:01,08-01-2026,,,Comisión por Acción Corporativa,,USD,"-0,25",USD,"2,26",
09-01-2026,07:00,08-01-2026,ADR ON TAIWAN SEMICONDUCTOR,US8740391003,Dividendo,,USD,"3,18",USD,"2,51",
09-01-2026,06:59,08-01-2026,ADR ON TAIWAN SEMICONDUCTOR,US8740391003,Retención del dividendo,,USD,"-0,67",USD,"-0,67",
08-01-2026,07:31,08-01-2026,,,Degiro Cash Sweep Transfer,,EUR,"-0,12",EUR,"145,93",
08-01-2026,07:31,08-01-2026,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,12 EUR",,,,EUR,"146,05",
08-01-2026,06:35,07-01-2026,,,Ingreso Cambio de Divisa,,EUR,"0,12",EUR,"145,93",
08-01-2026,06:35,07-01-2026,,,Retirada Cambio de Divisa,"1,1703",USD,"-0,14",USD,"0,00",
07-01-2026,10:39,15-12-2025,MAIN STREET CAPITAL CORP,US56035L1044,Retención del dividendo,,USD,"0,27",USD,"0,14",
07-01-2026,10:39,15-12-2025,,,Comisión por Acción Corporativa,,USD,"0,15",USD,"-0,13",
07-01-2026,10:39,15-12-2025,MAIN STREET CAPITAL CORP,US56035L1044,Dividendo,,USD,"-1,79",USD,"-0,28",
07-01-2026,10:38,15-12-2025,MAIN STREET CAPITAL CORP,US56035L1044,Dividendo sustitutivo,,USD,"1,78",USD,"1,51",
07-01-2026,10:38,15-12-2025,MAIN STREET CAPITAL CORP,US56035L1044,Impuesto sustitutivo sobre Dividendos,,USD,"-0,27",USD,"-0,27",
31-12-2025,08:43,31-12-2025,,,Degiro Cash Sweep Transfer,,EUR,"-1,51",EUR,"145,81",
31-12-2025,08:43,31-12-2025,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 1,51 EUR",,,,EUR,"147,32",
31-12-2025,06:40,30-12-2025,,,Ingreso Cambio de Divisa,,EUR,"1,51",EUR,"145,81",
31-12-2025,06:40,30-12-2025,,,Retirada Cambio de Divisa,"1,1777",USD,"-1,78",USD,"0,00",
30-12-2025,10:32,30-12-2025,,,Degiro Cash Sweep Transfer,,EUR,"-12,97",EUR,"144,30",
30-12-2025,10:32,30-12-2025,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 12,97 EUR",,,,EUR,"157,27",
30-12-2025,07:21,29-12-2025,MAIN STREET CAPITAL CORP,US56035L1044,Dividendo sustitutivo,,USD,"2,10",USD,"1,78",
30-12-2025,07:20,29-12-2025,MAIN STREET CAPITAL CORP,US56035L1044,Impuesto sustitutivo sobre Dividendos,,USD,"-0,32",USD,"-0,32",
30-12-2025,06:57,29-12-2025,,,Ingreso Cambio de Divisa,,EUR,"12,97",EUR,"144,30",
30-12-2025,06:57,29-12-2025,,,Retirada Cambio de Divisa,"1,1802",USD,"-15,31",USD,"0,00",
29-12-2025,07:05,26-12-2025,,,Comisión por Acción Corporativa,,USD,"-1,69",USD,"15,31",
29-12-2025,07:05,26-12-2025,KRAFT HEINZ CO,US5007541064,Retención del dividendo,,USD,"-3,00",USD,"17,00",
29-12-2025,07:05,26-12-2025,KRAFT HEINZ CO,US5007541064,Dividendo,,USD,"20,00",USD,"20,00",
18-12-2025,07:35,18-12-2025,,,Degiro Cash Sweep Transfer,,EUR,"-2,08",EUR,"131,33",
18-12-2025,07:35,18-12-2025,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 2,08 EUR",,,,EUR,"133,41",
18-12-2025,06:37,17-12-2025,,,Ingreso Cambio de Divisa,,EUR,"2,08",EUR,"131,33",
18-12-2025,06:37,17-12-2025,,,Retirada Cambio de Divisa,"1,1771",USD,"-2,45",USD,"0,00",
17-12-2025,08:54,17-12-2025,,,Degiro Cash Sweep Transfer,,EUR,"-12,07",EUR,"129,25",
17-12-2025,08:54,17-12-2025,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 12,07 EUR",,,,EUR,"141,32",
17-12-2025,07:12,16-12-2025,,,Comisión por Acción Corporativa,,USD,"-0,27",USD,"2,45",
17-12-2025,07:11,16-12-2025,DUKE ENERGY CORP,US26441C2044,Dividendo,,USD,"3,20",USD,"2,72",
17-12-2025,07:11,16-12-2025,DUKE ENERGY CORP,US26441C2044,Retención del dividendo,,USD,"-0,48",USD,"-0,48",
17-12-2025,06:37,16-12-2025,,,Ingreso Cambio de Divisa,,EUR,"12,07",EUR,"129,25",
17-12-2025,06:37,16-12-2025,,,Retirada Cambio de Divisa,"1,1776",USD,"-14,21",USD,"0,00",
16-12-2025,07:23,15-12-2025,,,Comisión por Acción Corporativa,,USD,"-0,15",USD,"14,21",
16-12-2025,07:21,15-12-2025,MAIN STREET CAPITAL CORP,US56035L1044,Dividendo,,USD,"1,79",USD,"14,36",
16-12-2025,07:21,15-12-2025,MAIN STREET CAPITAL CORP,US56035L1044,Retención del dividendo,,USD,"-0,27",USD,"12,57",
16-12-2025,07:15,15-12-2025,,,Comisión por Acción Corporativa,,USD,"-0,30",USD,"12,84",
16-12-2025,07:14,15-12-2025,ALPHABET INC CLASS A,US02079K3059,Dividendo,,USD,"3,57",USD,"13,14",
16-12-2025,07:13,15-12-2025,ALPHABET INC CLASS A,US02079K3059,Retención del dividendo,,USD,"-0,54",USD,"9,57",
16-12-2025,07:09,15-12-2025,,,Comisión por Acción Corporativa,,USD,"-1,12",USD,"10,11",
16-12-2025,07:08,15-12-2025,REALTY INCOME CORP,US7561091049,Retención del dividendo,,USD,"-1,98",USD,"11,23",
16-12-2025,07:08,15-12-2025,REALTY INCOME CORP,US7561091049,Dividendo,,USD,"13,21",USD,"13,21",
15-12-2025,10:31,15-12-2025,,,Degiro Cash Sweep Transfer,,EUR,"1075,63",EUR,"117,18",
15-12-2025,10:31,15-12-2025,,,"Transferir desde su Cuenta de Efectivo en flatexDEGIRO Bank: 1.075,63 EUR",,,,EUR,"-958,45",
15-12-2025,09:00,15-12-2025,NOVO NORDISK A/S CLASS B,DK0062498333,Ingreso Cambio de Divisa,"7,4505",DKK,"7977,50",DKK,"0,00",cbdaea27-1c04-4285-8bed-2ecb69173919
15-12-2025,09:00,15-12-2025,NOVO NORDISK A/S CLASS B,DK0062498333,Retirada Cambio de Divisa,,EUR,"-1070,73",EUR,"117,18",cbdaea27-1c04-4285-8bed-2ecb69173919
15-12-2025,09:00,15-12-2025,NOVO NORDISK A/S CLASS B,DK0062498333,Costes de transacción y/o externos de DEGIRO,,EUR,"-4,90",EUR,"1187,91",cbdaea27-1c04-4285-8bed-2ecb69173919
15-12-2025,09:00,15-12-2025,NOVO NORDISK A/S CLASS B,DK0062498333,"Compra 25 Novo Nordisk A/S Class B@319,1 DKK (DK0062498333)",,DKK,"-7977,50",DKK,"-7977,50",cbdaea27-1c04-4285-8bed-2ecb69173919
15-12-2025,04:23,15-12-2025,,,Degiro Cash Sweep Transfer,,EUR,"-3,97",EUR,"1192,81",
15-12-2025,04:23,15-12-2025,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 3,97 EUR",,,,EUR,"1196,78",
13-12-2025,07:04,12-12-2025,,,Ingreso Cambio de Divisa,,EUR,"3,97",EUR,"1192,81",
13-12-2025,07:04,12-12-2025,,,Retirada Cambio de Divisa,"1,1769",USD,"-4,67",USD,"0,00",
12-12-2025,20:13,12-12-2025,,,Degiro Cash Sweep Transfer,,EUR,"-13,11",EUR,"1188,84",
12-12-2025,20:13,12-12-2025,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 13,11 EUR",,,,EUR,"1201,95",
12-12-2025,14:56,15-11-2024,,,Comisión por Acción Corporativa,,USD,"0,44",USD,"4,67",
12-12-2025,14:54,15-11-2024,NNN REIT INC,US6374171063,Rendimiento de capital,,USD,"0,01",USD,"4,23",
12-12-2025,14:53,15-11-2024,NNN REIT INC,US6374171063,Dividendo,,USD,"5,21",USD,"4,22",
12-12-2025,14:53,15-11-2024,NNN REIT INC,US6374171063,Retención del dividendo,,USD,"-0,78",USD,"-0,99",
12-12-2025,14:53,15-11-2024,NNN REIT INC,US6374171063,Retención del dividendo,,USD,"0,78",USD,"-0,21",
12-12-2025,14:53,15-11-2024,NNN REIT INC,US6374171063,Dividendo,,USD,"-5,22",USD,"-0,99",
12-12-2025,14:52,15-11-2024,REALTY INCOME CORP,US7561091049,Rendimiento de capital,,USD,"1,04",USD,"4,23",
12-12-2025,14:51,15-11-2024,REALTY INCOME CORP,US7561091049,Dividendo,,USD,"2,38",USD,"3,19",
12-12-2025,14:51,15-11-2024,REALTY INCOME CORP,US7561091049,Retención del dividendo,,USD,"-0,36",USD,"0,81",
12-12-2025,14:50,15-11-2024,REALTY INCOME CORP,US7561091049,Dividendo,,USD,"-3,43",USD,"1,17",
12-12-2025,14:50,15-11-2024,REALTY INCOME CORP,US7561091049,Retención del dividendo,,USD,"0,51",USD,"4,60",
12-12-2025,14:26,13-12-2024,,,Comisión por Acción Corporativa,,USD,"0,29",USD,"4,09",
12-12-2025,14:24,13-12-2024,REALTY INCOME CORP,US7561091049,Rendimiento de capital,,USD,"1,04",USD,"3,80",
12-12-2025,14:23,13-12-2024,REALTY INCOME CORP,US7561091049,Dividendo,,USD,"2,38",USD,"2,76",
12-12-2025,14:23,13-12-2024,REALTY INCOME CORP,US7561091049,Retención del dividendo,,USD,"-0,36",USD,"0,38",
12-12-2025,14:23,13-12-2024,REALTY INCOME CORP,US7561091049,Dividendo,,USD,"-3,43",USD,"0,74",
12-12-2025,14:23,13-12-2024,REALTY INCOME CORP,US7561091049,Retención del dividendo,,USD,"0,51",USD,"4,17",
12-12-2025,13:30,27-09-2024,,,Comisión por Acción Corporativa,,USD,"0,18",USD,"3,66",
12-12-2025,13:29,27-09-2024,MAIN STREET CAPITAL CORP,US56035L1044,Interest Income Distribution,,USD,"0,80",USD,"3,48",
12-12-2025,13:29,27-09-2024,MAIN STREET CAPITAL CORP,US56035L1044,Retención del dividendo,,USD,"-0,19",USD,"2,68",
12-12-2025,13:29,27-09-2024,MAIN STREET CAPITAL CORP,US56035L1044,Dividendo,,USD,"1,30",USD,"2,87",
12-12-2025,13:29,27-09-2024,MAIN STREET CAPITAL CORP,US56035L1044,Dividendo,,USD,"-2,10",USD,"1,57",
12-12-2025,13:29,27-09-2024,MAIN STREET CAPITAL CORP,US56035L1044,Retención del dividendo,,USD,"0,32",USD,"3,67",
12-12-2025,13:27,15-10-2024,,,Comisión por Acción Corporativa,,USD,"0,29",USD,"3,35",
12-12-2025,13:26,15-10-2024,REALTY INCOME CORP,US7561091049,Rendimiento de capital,,USD,"1,04",USD,"3,06",
12-12-2025,13:25,15-10-2024,REALTY INCOME CORP,US7561091049,Dividendo,,USD,"2,38",USD,"2,02",
12-12-2025,13:25,15-10-2024,REALTY INCOME CORP,US7561091049,Retención del dividendo,,USD,"-0,36",USD,"-0,36",
12-12-2025,13:24,15-10-2024,REALTY INCOME CORP,US7561091049,Retención del dividendo,,USD,"0,51",USD,"0,00",
12-12-2025,13:24,15-10-2024,REALTY INCOME CORP,US7561091049,Dividendo,,USD,"-3,43",USD,"-0,51",
12-12-2025,12:10,15-08-2024,,,Comisión por Acción Corporativa,,USD,"0,15",USD,"2,92",
12-12-2025,12:09,15-08-2024,MAIN STREET CAPITAL CORP,US56035L1044,Interest Income Distribution,,USD,"0,80",USD,"2,77",
12-12-2025,12:09,13-09-2024,,,Comisión por Acción Corporativa,,USD,"0,15",USD,"1,97",
12-12-2025,12:09,15-08-2024,MAIN STREET CAPITAL CORP,US56035L1044,Dividendo,,USD,"0,92",USD,"1,82",
12-12-2025,12:09,15-08-2024,MAIN STREET CAPITAL CORP,US56035L1044,Retención del dividendo,,USD,"-0,14",USD,"0,90",
12-12-2025,12:09,15-08-2024,MAIN STREET CAPITAL CORP,US56035L1044,Retención del dividendo,,USD,"0,26",USD,"1,04",
12-12-2025,12:09,15-08-2024,MAIN STREET CAPITAL CORP,US56035L1044,Dividendo,,USD,"-1,72",USD,"0,78",
12-12-2025,12:08,13-09-2024,MAIN STREET CAPITAL CORP,US56035L1044,Interest Income Distribution,,USD,"0,87",USD,"2,50",
12-12-2025,12:08,13-09-2024,MAIN STREET CAPITAL CORP,US56035L1044,Retención del dividendo,,USD,"-0,13",USD,"1,63",
12-12-2025,12:08,13-09-2024,MAIN STREET CAPITAL CORP,US56035L1044,Dividendo,,USD,"0,84",USD,"1,76",
12-12-2025,12:08,13-09-2024,MAIN STREET CAPITAL CORP,US56035L1044,Dividendo,,USD,"-1,72",USD,"0,92",
12-12-2025,12:08,13-09-2024,MAIN STREET CAPITAL CORP,US56035L1044,Retención del dividendo,,USD,"0,26",USD,"2,64",
12-12-2025,12:07,13-09-2024,,,Comisión por Acción Corporativa,,USD,"0,29",USD,"2,38",
12-12-2025,12:06,13-09-2024,REALTY INCOME CORP,US7561091049,Rendimiento de capital,,USD,"1,04",USD,"2,09",
12-12-2025,12:04,13-09-2024,REALTY INCOME CORP,US7561091049,Dividendo,,USD,"2,38",USD,"1,05",
12-12-2025,12:04,13-09-2024,REALTY INCOME CORP,US7561091049,Retención del dividendo,,USD,"-0,36",USD,"-1,33",
